TEXT,POS_GROUPED
fòrte,ADJ
»,PUNCT
",",PUNCT
o,PRON
l,PRON
’,PUNCT
à,VERB
respòsto,VERB
o,PRON
Bucci,NOUN
in,FUNC
scê,FUNC
rouxie,NOUN
che,PRON
vegnieivan,VERB
da-e,FUNC
liste,NOUN
çiviche,ADJ
.,PUNCT
Se,PRON
votià,VERB
a-i,FUNC
22,ADJ
e,FUNC
23,ADJ.
de,FUNC
marso,NOUN
pe-o,FUNC
referendum,NOUN
constituçionale,ADJ
in,FUNC
sciâ,FUNC
reforma,NOUN
da,FUNC
giustiçia,NOUN
ch,PRON
’,PUNCT
o,PRON
prevedde,VERB
sorviatutto,ADV
a,PRON
spartiçion,NOUN
de,FUNC
carree,NOUN
di,FUNC
magistrati,NOUN
.,PUNCT
A,PRON
deçixon,NOUN
a,PRON
l,PRON
’,PUNCT
é,VERB
stæta,VERB
piggiâ,VERB
da-o,FUNC
Conseggio,NOUN
di,FUNC
ministri,NOUN
.,PUNCT
L,PRON
’,PUNCT
oppoxiçion,NOUN
a,PRON
protesta,VERB
:,PUNCT
«,PUNCT
O,PRON
Governo,NOUN
o,PRON
l,PRON
’,PUNCT
à,VERB
poia,NOUN
di,FUNC
çittæn,NOUN
informæ,ADJ
»,PUNCT
.,PUNCT
Intanto,ADV
l,PRON
’,PUNCT
iniçiativa,NOUN
popolare,ADJ
pe,FUNC
ottegnî,VERB
un,PRON
referendum,NOUN
in,FUNC
sciâ,FUNC
mæxima,ADJ
lezze,NOUN
o,PRON
l,PRON
’,PUNCT
é,VERB
arrivou,VERB
a-o,FUNC
quorum,NOUN
de,FUNC
500mia,ADJ
firme,NOUN
.,PUNCT
Contra,ADV
a,PRON
delibera,NOUN
do,FUNC
Governo,NOUN
co-a,FUNC
dæta,NOUN
da,FUNC
votaçion,NOUN
i,PRON
proponenti,NOUN
an,VERB
presentou,VERB
un,PRON
recorso,NOUN
a-o,FUNC
Tar,NOUN
do,FUNC
Laçio,NOUN
.,PUNCT
I,FUNC
giudiçi,NOUN
amministrativi,ADJ
no,FUNC
an,VERB
sospeiso,VERB
o,PRON
provedimento,NOUN
",",PUNCT
ma,FUNC
an,VERB
fissou,VERB
a,PRON
deçixon,NOUN
a-i,FUNC
27,ADJ
de,FUNC
zenâ,NOUN
",",PUNCT
a,PRON
meitæ,NOUN
di,FUNC
termini,NOUN
de,FUNC
lezze,NOUN
.,PUNCT
O,PRON
prescidente,NOUN
de,FUNC
l,PRON
’,PUNCT
Autoritæ,NOUN
garante,VERB
pe-a,FUNC
proteçion,NOUN
di,FUNC
dæti,NOUN
personali,ADJ
Pasquale,NOUN
Stanzione,NOUN
o,PRON
l,PRON
’,PUNCT
é,VERB
indagou,VERB
da-a,FUNC
Procua,NOUN
de,FUNC
Romma,NOUN
",",PUNCT
insemme,ADV
con,FUNC
tutto,NOUN
o,PRON
Collegio,NOUN
",",PUNCT
pe,FUNC
corruçion,NOUN
e,FUNC
destornaçion,NOUN
de,FUNC
dinæ,NOUN
pubrichi,ADJ
.,PUNCT
L,PRON
’,PUNCT
investigaçion,NOUN
a,PRON
l,PRON
’,PUNCT
ea,VERB
stæta,VERB
inandiâ,VERB
inti,FUNC
meixi,NOUN
passæ,ADJ
dòppo,ADV
di,FUNC
serviçi,NOUN
mandæ,ADJ
in,FUNC
onda,NOUN
da,FUNC
Report,OTHER
",",PUNCT
a-i,FUNC
15,ADJ
de,FUNC
zenâ,NOUN
gh,PRON
’,PUNCT
é,VERB
stæto,VERB
ascì,ADV
de,FUNC
perquixiçioin,NOUN
.,PUNCT
Pe,FUNC
l,PRON
’,PUNCT
accusa,NOUN
i,PRON
indagæ,NOUN
avieivan,VERB
reçevuo,VERB
de,FUNC
tessie,NOUN
de,FUNC
l,PRON
’,PUNCT
Ita,OTHER
Airways,OTHER
in,FUNC
cangio,NOUN
de,FUNC
unna,PRON
sançion,NOUN
mancâ,ADJ
",",PUNCT
e,FUNC
avieivan,VERB
fæto,VERB
de,FUNC
speise,NOUN
–,PUNCT
comme,ADV
röba,NOUN
da,FUNC
mangiâ,VERB
",",PUNCT
appontamenti,NOUN
da-o,FUNC
perrucchê,NOUN
",",PUNCT
viægi,NOUN
e,FUNC
aberghi,NOUN
à,FUNC
çinque,ADJ
stelle,NOUN
–,PUNCT
co-i,FUNC
dinæ,NOUN
de,FUNC
l,PRON
’,PUNCT
Autoritæ,NOUN
.,PUNCT
«,PUNCT
Ninte,PRON
dimiscioin,NOUN
",",PUNCT
anemmo,VERB
avanti,ADV
»,PUNCT
",",PUNCT
a,PRON
deciaraçion,NOUN
do,FUNC
Collegio,NOUN
.,FUNC
O,PRON
Alberto,NOUN
Trentini,NOUN
e,FUNC
o,PRON
Mario,NOUN
Burlò,NOUN
son,VERB
tornæ,VERB
in,FUNC
Italia,NOUN
dòppo,ADV
che,PRON
son,VERB
stæti,VERB
in,FUNC
prexon,NOUN
in,FUNC
Venezuela,VERB
pe,FUNC
400,ADJ
giorni,NOUN
e,FUNC
passa,ADV
.,PUNCT
I,PRON
doî,ADJ
italien,NOUN
",",PUNCT
liberæ,VERB
apreuvo,ADV
à,FUNC
l,PRON
’,PUNCT
arresto,NOUN
do,FUNC
prescidente,NOUN
Maduro,NOUN
",",PUNCT
son,VERB
stæti,VERB
reçevui,VERB
à,FUNC
Ciampino,NOUN
da-a,FUNC
prescidente,NOUN
Meloni,NOUN
e,FUNC
da-o,FUNC
ministr,NOUN
Tajani,NOUN
.,PUNCT
«,PUNCT
A,PRON
nòstra,ADJ
contentessa,NOUN
a,PRON
gh,PRON
’,PUNCT
à,FUNC
un,PRON
prexo,NOUN
ertiscimo,ADJ
–,PUNCT
o,PRON
l,PRON
’,PUNCT
à,VERB
dito,VERB
o,PRON
Trentini,NOUN
–,PUNCT
gh,PRON
’,PUNCT
emmo,VERB
beseugno,NOUN
de,FUNC
sënitæ,NOUN
ma,FUNC
i,PRON
patimenti,NOUN
no,FUNC
se,PRON
scassan,VERB
»,PUNCT
.,PUNCT
«,PUNCT
A,PRON
l,PRON
’,PUNCT
é,VERB
stæta,VERB
ben,ADV
ben,ADV
dua,ADJ
»,PUNCT
",",PUNCT
o,PRON
commento,NOUN
do,FUNC
Burlò,NOUN
.,PUNCT
A,PRON
diplomaçia,NOUN
e,FUNC
i,PRON
serviçi,NOUN
segretti,ADJ
son,VERB
a-o,FUNC
travaggio,NOUN
pe,FUNC
portâ,VERB
inderê,ADV
atri,ADJ
42,ADJ
italien,NOUN
.,PUNCT
Miggiæa,ADJ
de,PRON
mòrti,NOUN
in,FUNC
Iran,NOUN
pe-e,FUNC
proteste,NOUN
contra,ADV
o,PRON
regimme,NOUN
di,FUNC
ayatollah,NOUN
.,PUNCT
Iran,NOUN
International,OTHER
o,PRON
l,PRON
’,PUNCT
à,VERB
astimmou,VERB
a-o,FUNC
manco,FUNC
12mia,ADJ
vittime,NOUN
",",PUNCT
e,PRON
ciù,ADV
tante,ADJ
sotta,ADV
i,PRON
30,ADJ
anni,NOUN
",",PUNCT
pe-o,FUNC
governo,NOUN
son,VERB
3mia,ADJ
compreiso,ADJ
a,PRON
poliçia,NOUN
.,PUNCT
O,PRON
prescidente,NOUN
american,ADJ
Donald,NOUN
Trump,NOUN
o,PRON
l,PRON
’,PUNCT
à,VERB
sponciou,VERB
i,PRON
manifestanti,NOUN
à,FUNC
anâ,VERB
avanti,ADV
e,FUNC
piggiâ,VERB
o,PUNCT
contròllo,NOUN
de,FUNC
instituçioin,NOUN
:,PUNCT
«,PUNCT
L,PRON
’,PUNCT
aggiutto,NOUN
o,PRON
l,PRON
’,PUNCT
é,VERB
in,FUNC
arrivo,NOUN
»,PUNCT
",",PUNCT
o,PRON
l,PRON
’,PUNCT
à,VERB.
promisso,VERB
.,PUNCT
Pe,FUNC
Mosca,NOUN
e,PRON
menasse,NOUN
à,FUNC
Teheran,NOUN
«,PUNCT
no,FUNC
se,PRON
peuan,VERB
açettâ,VERB
»,PUNCT
e,FUNC
un,PRON
neuvo,ADJ
attacco,NOUN
o,PRON
l,PRON
’,PUNCT
avieiva,VERB
«,PUNCT
conseguense,NOUN
desastrose,ADJ
»,PUNCT
.,PUNCT
Ma,FUNC
i,PRON
Stati,NOUN
Unii,ADJ
saieivan,VERB
pronti,ADJ
o,PRON
mæximo,ADJ
à,FUNC
un,PRON
intervento,NOUN
militare,ADJ
.,PUNCT
I,PRON
Paixi,NOUN
europëi,ADJ
an,VERB
serrou,VERB
e,PRON
ambasciæ,NOUN
e,FUNC
an,VERB
invitou,VERB
i,PRON
seu,ADJ
çittæn,NOUN
à,FUNC
lasciâ,VERB
o,PRON
Paise,NOUN
.,PUNCT
O,PRON
Reza,NOUN
Pahlavi,NOUN
",",PUNCT
figgio,NOUN
de,FUNC
l,PRON
’,PUNCT
urtimo,ADJ
scià,NOUN
:,PUNCT
«,PUNCT
Son,VERB
l,PRON
’,PUNCT
unico,ADJ
ch,PRON
’,PUNCT
o,PRON
peu,VERB
garantî,VERB
a,PRON
tranxiçion,NOUN
»,PUNCT
.,PUNCT
«,PUNCT
A,PRON
Groenlandia,NOUN
a,PRON
ne,FUNC
serve,VERB
pe,FUNC
raxoin,NOUN
de,FUNC
seguessa,NOUN
»,PUNCT
.,PUNCT
L,PRON
’,PUNCT
à,VERB
dito,VERB
torna,ADV
o,PRON
prescidente,NOUN
di,FUNC
Stati,NOUN
Unii,ADJ
Donald,NOUN
Trump,NOUN
",",PUNCT
cha,PRON
dapeu,ADV
o,PRON
l,PRON
’,PUNCT
à,VERB
menassou,VERB
o,PRON
resto,NOUN
do,FUNC
mondo,NOUN
:,PUNCT
«,PUNCT
Daçi,NOUN
à,FUNC
chi,PRON
se,PRON
mette,VERB
contra,ADV
di,FUNC
mi,PRON
»,PUNCT
.,PUNCT
Ma,FUNC
a,PRON
Ruscia,NOUN
a,PRON
l,PRON
’,PUNCT
à,VERB
strinou,VERB
:,PUNCT
«,PUNCT
Pe,FUNC
noiatri,PRON
a,PRON
l,PRON
’,PUNCT
é,VERB
parte,NOUN
do,FUNC
Regno,NOUN
de,FUNC
Danimarca,NOUN
»,PUNCT
.,PUNCT
Intanto,ADV
Copenaghen,NOUN
a,PRON
l,PRON
’,PUNCT
à,VERB
rinforsou,VERB
a,PRON
presensa,NOUN
militare,ADJ
in,FUNC
sce,FUNC
l,PRON
’,PUNCT
isoa,NOUN
",",PUNCT
a,PRON
Sveçia,NOUN
a,PRON
l,PRON
’,PUNCT
à,VERB
mandou,VERB
di,FUNC
sordatti,NOUN
e,FUNC
o,PRON
Regno,NOUN
Unio,ADJ
ascì,ADV
o,PRON
l,PRON
’,PUNCT
é,VERB
apreuvo,ADV
à,FUNC
negoçiâ,VERB
co-i,FUNC
amixi,NOUN
europëi,ADJ
un,PRON
intervento,NOUN
pe,FUNC
garantî,VERB
a,PRON
seguessa,NOUN
de,FUNC
l,PRON
’,PUNCT
Artico,NOUN
.,PUNCT
A,PRON
Fransa,NOUN
a,PRON
l,PRON
’,PUNCT
é,VERB
pronta,ADJ
à,FUNC
spedî,VERB
fin,ADV
à,FUNC
6mila,ADJ
sordatti,NOUN
in,FUNC
Ucraina,NOUN
dòppo,ADV
finio,VERB
a,PRON
guæra,NOUN
e,FUNC
Londra,NOUN
a,PRON
mettià,VERB
230,ADJ
mioin,NOUN
pe-o,FUNC
seu,ADJ
exerçito,NOUN
.,PUNCT
L,PRON
’,PUNCT
investigaçion,NOUN
in,FUNC
sciâ,FUNC
strage,NOUN
do,FUNC
Primmo,ADJ
de,FUNC
l,PRON
’,PUNCT
anno,NOUN
à,FUNC
Crans-Montana,NOUN
",",PUNCT
in,FUNC
Svissera,NOUN
",",PUNCT
donde,ADV
40,ADJ
persoñe,NOUN
son,VERB
mòrte,VERB
inte,FUNC
l,PRON
’,PUNCT
inçendio,NOUN
de,FUNC
un,PRON
locale,NOUN
",",PUNCT
a,PRON
s,PRON
’,PUNCT
allarga,VERB
a-i,FUNC
contròlli,NOUN
mancæ,ADJ
da,FUNC
parte,NOUN
do,FUNC
Commun,NOUN
.,PUNCT
A,PRON
viçescindica,NOUN
do,FUNC
paise,NOUN
a,PRON
l,PRON
’,PUNCT
à,VERB
ciammou,VERB
scuse,NOUN
.,PUNCT
O,PRON
Jacques,NOUN
Moretti,NOUN
",",PUNCT
baccan,NOUN
do,FUNC
Le,PRON
Constellation,OTHER
co-a,FUNC
moggê,NOUN
Jessica,NOUN
",",PUNCT
o,PRON
l,PRON
’,PUNCT
é,VERB
ancon,ADV
in,FUNC
prexon,NOUN
pe-o,FUNC
reisego,NOUN
de,FUNC
fuga,NOUN
",",PUNCT
ma,FUNC
a,PRON
Procua,NOUN
de,FUNC
Sion,NOUN
a,PRON
l,PRON
’,PUNCT
avieiva,VERB
domandou,VERB
unna,PRON
cauçion,NOUN
de,FUNC
400mia,ADJ
franchi,NOUN
pe,FUNC
mettilo,VERB
in,FUNC
libertæ,NOUN
.,PUNCT
O,PRON
l,PRON
’,PUNCT
à,VERB
ammisso,VERB
che,PRON
a,PRON
pòrta,NOUN
a-o,FUNC
cian,NOUN
terren,ADJ
a,PRON
l,PRON
’,PUNCT
ea,VERB
serrâ,VERB
co-a,FUNC
ciave,NOUN
e,FUNC
ch,PRON
’,PUNCT
o,PRON
l,PRON
’,PUNCT
aiva,VERB
cangiou,VERB
lê,PRON
a,PRON
scciumma,NOUN
anti-fô,ADJ
ch,PRON
’,PUNCT
a,PRON
l,PRON
’,PUNCT
à,VERB
piggiou,VERB
feugo,NOUN
.,PUNCT
I,PRON
doî,NOUN
son,VERB
accaxonæ,VERB
d,FUNC
’,PUNCT
ammassamento,NOUN
",",PUNCT
lexoin,NOUN
e,FUNC
inçendio,NOUN
corpoxi,ADJ
.,PUNCT
A,PRON
dònna,NOUN
a,PRON
gh,PRON
’,PUNCT
à,VERB
solo,ADV
l,PRON
’,PUNCT
òbrigo,NOUN
de,FUNC
firma,NOUN
.,PUNCT
O,PRON
Mohammad,NOUN
Hannoun,NOUN
",",PUNCT
l,PRON
’,PUNCT
attivista,NOUN
palestineise,ADJ
de,FUNC
63,ADJ
anni,NOUN
arrestou,VERB
à,FUNC
Zena,NOUN
con,FUNC
l,PRON
’,PUNCT
accusa,NOUN
d,FUNC
’,PUNCT
avei,VERB
finançiou,VERB
Hamas,NOUN
e,FUNC
d,FUNC
’,PUNCT
ëse,VERB
o,PRON
cappo,NOUN
da,FUNC
çellula,NOUN
italiaña,ADJ
de,FUNC
l,PRON
’,PUNCT
organizzaçion,NOUN
",",PUNCT
o,PRON
l,PRON
’,PUNCT
é,VERB
stæto,VERB
portou,VERB
da-a,FUNC
prexon,NOUN
de,FUNC
Marasci,NOUN
à,FUNC
quella,PRON
de,FUNC
Terni,NOUN
inte,FUNC
unna,PRON
seçion,NOUN
d,FUNC
’,PUNCT
erta,ADJ
seguessa,NOUN
destinâ,VERB
a-i,FUNC
detegnui,NOUN
pe,FUNC
terroriximo,NOUN
.,PUNCT
I,PRON
seu,ADJ
avvocati,NOUN
an,VERB
fæto,VERB
recorso,NOUN
a-o,FUNC
Tribunâ,NOUN
do,FUNC
reexamme,NOUN
pe,FUNC
domandâne,VERB
a,PRON
liberaçion,NOUN
.,PUNCT
Into,FUNC
gruppo,NOUN
de,FUNC
magistrati,NOUN
che,PRON
guiddan,VERB
l,PRON
’,PUNCT
investigaçion,NOUN
ghe,PRON
saià,VERB
ascì,ADV
o,PRON
Luca,NOUN
Monteverde,NOUN
",",PUNCT
ch,PRON
’,PUNCT
o,PRON
l,PRON
’,PUNCT
aiva,VERB
indagou,VERB
ascì,ADV
in,FUNC
sciô,FUNC
passou,VERB
prescidente,NOUN
da,FUNC
Region,NOUN
Giovanni,NOUN
Toti,NOUN
.,PUNCT
Intanto,ADV
in,FUNC
sce,FUNC
Instagram,NOUN
l,PRON
’,PUNCT
é,VERB
stæto,VERB
averto,VERB
un,PRON
neuvo,ADJ
profî,NOUN
Orizzonte,NOUN
Umanitario,ADJ
",",PUNCT
pe,FUNC
dâ,VERB
voxe,NOUN
à,FUNC
l,PRON
’,PUNCT
assoçiaçion,NOUN
do,FUNC
Hannoun,NOUN
.,PUNCT
Un,PRON
allenatô,NOUN
de,FUNC
savate,NOUN
da,FUNC
provinsa,NOUN
d,FUNC
’,PUNCT
Impëia,NOUN
o,PRON
l,PRON
’,PUNCT
é,VERB
stæto,VERB
arrestou,VERB
pe,FUNC
violensa,NOUN
sessuale,ADJ
in,FUNC
sce,FUNC
træ,ADJ
atlete,NOUN
",",PUNCT
de,FUNC
quæ,PRON
doe,ADJ
minoî,NOUN
.,PUNCT
L,PRON
’,PUNCT
investigaçion,NOUN
",",PUNCT
partia,ADJ
da-a,FUNC
testimoniansa,NOUN
d,FUNC
’,PUNCT
uña,NOUN
de,FUNC
zoene,NOUN
",",PUNCT
a,PRON
l,PRON
’,PUNCT
à,VERB
permisso,VERB
d,FUNC
’,PUNCT
incriminâ,VERB
l,PRON
’,PUNCT
òmmo,NOUN
:,PUNCT
segondo,ADV
l,PRON
’,PUNCT
accusa,NOUN
",",PUNCT
graçie,ADV
a-a,FUNC
seu,ADJ
poxiçion,NOUN
",",PUNCT
o,PRON
l,PRON
’,PUNCT
avieiva,VERB
commisso,VERB
di,FUNC
abuxi,NOUN
gravi,ADJ
e,FUNC
scistematichi,ADJ
con,FUNC
fâli,VERB
passâ,VERB
pe,FUNC
«,PUNCT
strumenti,NOUN
de,FUNC
crescita,NOUN
sportiva,ADJ
e,FUNC
profescionale,ADJ
»,PUNCT
.,PUNCT
S,PRON
’,PUNCT
anava,VERB
da-i,FUNC
apprexamenti,NOUN
a-i,FUNC
baxi,NOUN
in,FUNC
bocca,NOUN
fin,ADV
a-i,FUNC
massaggi,NOUN
inti,FUNC
quæ,PRON
l,PRON
’,PUNCT
òmmo,NOUN
o,PRON
toccava,VERB
e,FUNC
parte,NOUN
intime,ADJ
de,FUNC
figge,NOUN
",",PUNCT
sciben,ADV
che,PRON
loiatre,PRON
cianzeivan,VERB
ò,FUNC
tremmavan,VERB
.,PUNCT
Pe-o,FUNC
momento,NOUN
o,PRON
no,ADV
porrià,VERB
avvexinâse,VERB
a-e,FUNC
vittime,NOUN
.,PUNCT
A,PRON
Guardia,NOUN
de,FUNC
finansa,NOUN
de,FUNC
Zena,NOUN
",",PUNCT
insemme,ADV
co-i,FUNC
fonçionäi,NOUN
de,FUNC
l,PRON
’,PUNCT
Agençia,NOUN
de,FUNC
dugañe,NOUN
",",PUNCT
an,VERB
descoverto,VERB
e,FUNC
sexio,VERB
into,FUNC
pòrto,NOUN
de,FUNC
San,OTHER
Pê,NOUN
d,FUNC
’,PUNCT
Æña,NOUN
un,PRON
carrego,NOUN
de,FUNC
2,ADJ
tonnëi,NOUN
e,FUNC
passa,ADV
da,FUNC
cocaiña,NOUN
sccetta,ADJ
.,PUNCT
O,PRON
l,PRON
’,PUNCT
é,VERB
un,PRON
di,FUNC
sequestri,NOUN
ciù,ADV
gròsci,ADJ
mai,ADV
fæti,VERB
à,FUNC
Zena,NOUN
",",PUNCT
un,PRON
pòrto,NOUN
donde,ADV
passa,VERB
un,PRON
muggio,NOUN
de,FUNC
trafeghi,NOUN
pe,FUNC
l,PRON
’,PUNCT
Euröpa,NOUN
.,PUNCT
A,PRON
dröga,NOUN
",",PUNCT
se,ADV
missa,VERB
in,FUNC
sciô,FUNC
mercou,NOUN
",",PUNCT
a,PRON
l,PRON
’,PUNCT
avieiva,VERB
fæto,VERB
guägnâ,VERB
un,PRON
miliardo,NOUN
e,FUNC
mezo,NOUN
d,FUNC
’,PUNCT
euro,NOUN
.,PUNCT
A,PRON
povie,NOUN
gianca,ADJ
",",PUNCT
spartia,VERB
inte,FUNC
2.109,ADJ
panetti,NOUN
",",PUNCT
a,PRON
l,PRON
’,PUNCT
ea,VERB
ascosa,ADJ
drento,ADV
à,FUNC
87,ADJ
sacchi,NOUN
inte,FUNC
un,PRON
container,NOUN
ch,PRON
’,PUNCT
o,PRON
ne,PRON
vegniva,VERB
da-a,FUNC
Colombia,NOUN
.,PUNCT
«,PUNCT
I,PRON
giudiçi,NOUN
rendan,VERB
inutile,ADJ
o,PRON
travaggio,NOUN
da,FUNC
poliçia,NOUN
e,FUNC
do,FUNC
Parlamento,NOUN
»,PUNCT
e,FUNC
«,PUNCT
mettan,VERB
à,FUNC
reisego,NOUN
a,PRON
seguessa,NOUN
»,PUNCT
.,PUNCT
Coscì,ADV
a,PRON
prescidente,NOUN
do,FUNC
Conseggio,NOUN
Giorgia,NOUN
Meloni,NOUN
inta,FUNC
conferensa,NOUN
stampa,NOUN
do,FUNC
prinçipio,NOUN
de,FUNC
l,PRON
’,PUNCT
anno,NOUN
.,PUNCT
«,PUNCT
E,PRON
mæ,ADJ
relaçioin,NOUN
co-o,FUNC
Quirinale,NOUN
son,VERB
boniscime,ADJ
–,PUNCT
a,PRON
l,PRON
’,PUNCT
à,VERB
dito,VERB
–,PUNCT
.,PUNCT
Co-o,FUNC
prescidente,NOUN
da,FUNC
Repubrica,NOUN
no,ADV
semmo,VERB
sempre,ADV
d,FUNC
’,PUNCT
accòrdio,NOUN
",",PUNCT
ma,FUNC
pe,FUNC
defende,VERB
l,PRON
’,PUNCT
interesse,NOUN
naçionale,ADJ
o,PRON
gh,PRON
’,PUNCT
é,VERB
»,PUNCT
.,PUNCT
A,PRON
Meloni,NOUN
a,PRON
l,PRON
’,PUNCT
à,VERB
respòsto,VERB
à,FUNC
unna,PRON
quaranteña,NOUN
de,FUNC
domande,NOUN
e,FUNC
a,PRON
l,PRON
’,PUNCT
à,VERB
annonçiou,VERB
a,PRON
dæta,NOUN
pe-o,FUNC
referendum,NOUN
in,FUNC
sciâ,FUNC
giustiçia,NOUN
:,PUNCT
i,PRON
22,ADJ
e,FUNC
23,ADJ
de,FUNC
marso,NOUN
.,PUNCT
«,PUNCT
Me,PRON
basta,VERB
e,FUNC
m,PRON
’,PUNCT
appascioña,VERB
quello,PRON
che,PRON
son,VERB
apreuvo,ADV
à,FUNC
fâ,VERB
–,PUNCT
a,PRON
l,PRON
’,PUNCT
à,VERB
azzonto,VERB
–,PUNCT
.,PUNCT
Se,ADV
ô,PRON
faiò,VERB
ancon,ADV
dependià,VERB
da-o,FUNC
voto,NOUN
di,FUNC
italien,NOUN
»,PUNCT
.,PUNCT
Un,PRON
cappotreno,NOUN
de,FUNC
34,ADJ
anni,NOUN
",",PUNCT
Alessandro,NOUN
Ambrosio,NOUN
",",PUNCT
o,PRON
l,PRON
’,PUNCT
é,VERB
stæto,VERB
ammassou,VERB
à,FUNC
cotellæ,NOUN
vexin,ADV
à,FUNC
un,PRON
parchezzo,NOUN
d,FUNC
’,PUNCT
arente,ADV
a-a,FUNC
staçion,NOUN
de,FUNC
Bològna,NOUN
",",PUNCT
inte,FUNC
unn,PRON
’,PUNCT
äia,NOUN
reservâ,VERB
a-i,FUNC
dependenti,NOUN
",",PUNCT
parrieiva,VERB
sensa,ADV
unna,PRON
raxon,NOUN
.,PUNCT
A,PRON
poliçia,NOUN
a,PRON
l,PRON
’,PUNCT
à,VERB
arrestou,VERB
o,PRON
Marin,NOUN
Jelenik,NOUN
",",PUNCT
un,PRON
croato,NOUN
de,FUNC
36,ADJ
anni,NOUN
",",PUNCT
ch,PRON
’,PUNCT
o,PRON
l,PRON
’,PUNCT
ea,VERB
davanti,ADV
a-a,FUNC
staçion,NOUN
sensa,ADV
papê,NOUN
.,PUNCT
O,PRON
l,PRON
’,PUNCT
é,VERB
accaxonou,VERB
d,FUNC
’,PUNCT
ammassamento,NOUN
.,PUNCT
O,PRON
l,PRON
’,PUNCT
aiva,VERB
un,PRON
muggio,NOUN
de,FUNC
crimini,NOUN
passæ,ADJ
comme,ADV
rapiñe,NOUN
",",PUNCT
fastiddi,NOUN
sessuali,ADJ
e,FUNC
aggrescion,NOUN
",",PUNCT
e,FUNC
ascì,ADV
un,PRON
ordine,NOUN
europeo,ADJ
d,FUNC
’,PUNCT
allontanamento,NOUN
pe,FUNC
ëse,VERB
stæto,VERB
trovou,VERB
con,FUNC
un,PRON
cotello,NOUN
.,PUNCT
A-i,FUNC
30,ADJ
de,FUNC
dexembre,NOUN
ghe,PRON
l,PRON
’,PUNCT
aivan,VERB
sexio,VERB
à,FUNC
Pavia,NOUN
.,PUNCT
À,FUNC
Udine,NOUN
o,PRON
l,PRON
’,PUNCT
aiva,VERB
devastou,VERB
un,PRON
supermercou,NOUN
.,PUNCT
Milan,NOUN
a,PRON
se,PRON
conferma,VERB
a,PRON
çittæ,NOUN
italiaña,ADJ
co-o,FUNC
costo,NOUN
da,FUNC
vitta,NOUN
ciù,ADV
erto,ADJ
anche,ADV
do,FUNC
2025,ADJ
.,PUNCT
Quella,PRON
ciù,ADV
à,FUNC
bon,ADJ
patto,NOUN
a,PRON
l,PRON
’,PUNCT
é,VERB
Napoli,NOUN
",",PUNCT
ma,FUNC
se,ADV
s,PRON
’,PUNCT
ammia,VERB
solo,ADV
a-a,FUNC
speisa,NOUN
pe-o,FUNC
mangiâ,VERB
convegnieiva,VERB
stâ,VERB
à,FUNC
Catanzaro,NOUN
ciufito,ADV
che,PRON
à,FUNC
Bolsan,NOUN
",",PUNCT
a,PRON
ciù,ADV
caa,ADJ
da,FUNC
sto,PRON
ponto,NOUN
de,FUNC
vista,NOUN
.,PUNCT
A,PRON
clascifica,NOUN
a,PRON
sata,VERB
feua,ADV
da,FUNC
un,PRON
studio,NOUN
do,FUNC
Codacons,NOUN
basou,VERB
in,FUNC
scî,FUNC
dæti,NOUN
de,FUNC
l,PRON
’,PUNCT
Osservatöio,NOUN
di,FUNC
prexi,NOUN
do,FUNC
ministëio,NOUN
de,FUNC
Impreise,NOUN
.,PUNCT
Piggiando,VERB
un,PRON
panê,NOUN
compòsto,VERB
da,FUNC
fruta,NOUN
e,FUNC
verdua,NOUN
",",PUNCT
alimentari,NOUN
e,FUNC
serviçi,NOUN
comme,ADV
o,PRON
dentista,NOUN
",",PUNCT
o,PRON
perrucchê,NOUN
ò,FUNC
a,PRON
tenzaia,NOUN
",",PUNCT
à,FUNC
Milan,NOUN
se,ADV
spende,VERB
squæxi,ADV
600,ADJ
euro,NOUN
",",PUNCT
o,PRON
62,ADJ
%,PUNCT
in,FUNC
ciù,FUNC
che,PRON
à,PRON
Napoli,NOUN
pe-o,FUNC
mæximo,ADV
panê,NOUN
.,PUNCT
In,FUNC
sciô,FUNC
pòdio,NOUN
de,FUNC
çittæ,NOUN
ciù,ADV
caistriose,ADJ
gh,PRON
’,PUNCT
é,VERB
Aòsta,NOUN
e,FUNC
Bolsan,NOUN
ascì,ADV
.,PUNCT
Inta,FUNC
neutte,NOUN
tra,FUNC
i,PRON
2,ADJ
e,FUNC
i,PRON
3,ADJ
de,FUNC
zenâ,NOUN
i,PRON
Stati,NOUN
Unii,NOUN
an,VERB
attaccou,VERB
o,PRON
Venezuela,NOUN
e,FUNC
an,VERB
acciappou,VERB
o,PRON
prescidente,NOUN
Nicolas,NOUN
Moduro,NOUN
co-a,FUNC
moggê,NOUN
tanto,ADV
che,ADV
dormivan,VERB
.,PUNCT
Inte,FUNC
l,PRON
’,PUNCT
operaçion,NOUN
gh,PRON
’,PUNCT
é,VERB
stæto,VERB
a-o,FUNC
manco,ADV
80,ADJ
mòrti,NOUN
tra,FUNC
militari,NOUN
e,FUNC
çivili,NOUN
.,PUNCT
«,PUNCT
Gestiemo,VERB
o,PRON
Paise,NOUN
fin,ADV
a-a,FUNC
tranxiçion,NOUN
»,PUNCT
",",PUNCT
o,PRON
l,PRON
’,PUNCT
à,VERB
dito,VERB
o,PRON
Trump,NOUN
",",PUNCT
ch,PRON
’,PUNCT
o,PRON
l,PRON
’,PUNCT
