SENTENCE,TEXT,POS,POS_GROUPED
Intanto l’iniçiativa popolare pe ottegnî un referendum in sciâ mæxima lezze,lezze,ADJ,ADJ
o l’é arrivou a-o quorum de 500mia firme.,o,DET,PRON
o l’é arrivou a-o quorum de 500mia firme.,l’é,PROPN,NOUN
o l’é arrivou a-o quorum de 500mia firme.,arrivou,VERB,VERB
o l’é arrivou a-o quorum de 500mia firme.,a-o,VERB,VERB
o l’é arrivou a-o quorum de 500mia firme.,quorum,NOUN,NOUN
o l’é arrivou a-o quorum de 500mia firme.,de,ADP,FUNC
o l’é arrivou a-o quorum de 500mia firme.,500mia,PROPN,NOUN
o l’é arrivou a-o quorum de 500mia firme.,firme,ADJ,ADJ
o l’é arrivou a-o quorum de 500mia firme.,.,PUNCT,PUNCT
Contra a delibera do Governo co-a dæta da votaçion,Contra,ADP,FUNC
Contra a delibera do Governo co-a dæta da votaçion,a,DET,PRON
Contra a delibera do Governo co-a dæta da votaçion,delibera,NOUN,NOUN
Contra a delibera do Governo co-a dæta da votaçion,do,ADP,FUNC
Contra a delibera do Governo co-a dæta da votaçion,Governo,PROPN,NOUN
Contra a delibera do Governo co-a dæta da votaçion,co-a,ADJ,ADJ
Contra a delibera do Governo co-a dæta da votaçion,dæta,PROPN,NOUN
Contra a delibera do Governo co-a dæta da votaçion,da,ADP,FUNC
Contra a delibera do Governo co-a dæta da votaçion,votaçion,PROPN,NOUN
i proponenti an presentou un recorso a-o Tar do Laçio.,i,PROPN,NOUN
i proponenti an presentou un recorso a-o Tar do Laçio.,proponenti,VERB,VERB
i proponenti an presentou un recorso a-o Tar do Laçio.,an,SCONJ,FUNC
i proponenti an presentou un recorso a-o Tar do Laçio.,presentou,VERB,VERB
i proponenti an presentou un recorso a-o Tar do Laçio.,un,ADP,FUNC
i proponenti an presentou un recorso a-o Tar do Laçio.,recorso,NOUN,NOUN
i proponenti an presentou un recorso a-o Tar do Laçio.,a-o,VERB,VERB
i proponenti an presentou un recorso a-o Tar do Laçio.,Tar,PROPN,NOUN
i proponenti an presentou un recorso a-o Tar do Laçio.,do,ADP,FUNC
i proponenti an presentou un recorso a-o Tar do Laçio.,Laçio,PROPN,NOUN
i proponenti an presentou un recorso a-o Tar do Laçio.,.,PUNCT,PUNCT
I giudiçi amministrativi no an sospeiso,I,PROPN,NOUN
I giudiçi amministrativi no an sospeiso,giudiçi,PROPN,NOUN
I giudiçi amministrativi no an sospeiso,amministrativi,PROPN,NOUN
I giudiçi amministrativi no an sospeiso,no,ADP,FUNC
I giudiçi amministrativi no an sospeiso,an,NOUN,NOUN
I giudiçi amministrativi no an sospeiso,sospeiso,ADJ,ADJ
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",o,DET,PRON
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",provedimento,NOUN,NOUN
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",",",PUNCT,PUNCT
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",ma,VERB,VERB
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",an,ADV,ADV
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",fissou,VERB,VERB
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",a,ADP,FUNC
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",deçixon,NOUN,NOUN
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",a-i,VERB,VERB
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",27,NUM,ADJ
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",de,ADP,FUNC
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",zenâ,PROPN,NOUN
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",",",PUNCT,PUNCT
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",a,DET,PRON
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",meitæ,PROPN,NOUN
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",di,PROPN,NOUN
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",termini,PROPN,NOUN
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",de,ADP,FUNC
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",lezze,NOUN,NOUN
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

",.,PUNCT,PUNCT
"o provedimento, ma an fissou a deçixon a-i 27 de zenâ, a meitæ di termini de lezze.

","

",SPACE,OTHER
O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali,O,DET,PRON
O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali,prescidente,NOUN,NOUN
O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali,de,ADP,FUNC
O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali,l’Autoritæ,PROPN,NOUN
O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali,garante,VERB,VERB
O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali,pe-a,PROPN,NOUN
O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali,proteçion,PROPN,NOUN
O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali,di,PROPN,NOUN
O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali,dæti,PROPN,NOUN
O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali,personali,ADJ,ADJ
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",Pasquale,PROPN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",Stanzione,PROPN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",o,DET,PRON
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",l’é,PROPN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",indagou,VERB,VERB
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",da-a,NOUN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",Procua,NOUN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",de,ADP,FUNC
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",Romma,PROPN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",",",PUNCT,PUNCT
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",insemme,VERB,VERB
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",con,PROPN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",tutto,NOUN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",o,DET,PRON
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",Collegio,PROPN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",",",PUNCT,PUNCT
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",pe,ADP,FUNC
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",corruçion,NOUN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",e,CCONJ,FUNC
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",destornaçion,PROPN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",de,ADP,FUNC
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",dinæ,PROPN,NOUN
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",pubrichi,VERB,VERB
"Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",.,PUNCT,PUNCT
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",L’investigaçion,PROPN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",a,ADP,FUNC
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",l’ea,PROPN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",stæta,PROPN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",inandiâ,VERB,VERB
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",inti,VERB,VERB
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",meixi,PROPN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",passæ,PROPN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",dòppo,PROPN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",di,PROPN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",serviçi,VERB,VERB
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",mandæ,NOUN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",in,X,OTHER
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",onda,ADJ,ADJ
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",da,ADP,FUNC
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",Report,PROPN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",",",PUNCT,PUNCT
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",a-i,VERB,VERB
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",15,NUM,ADJ
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",de,ADP,FUNC
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",zenâ,NOUN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",gh’é,NOUN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",stæto,VERB,VERB
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",ascì,PROPN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",de,ADP,FUNC
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",perquixiçioin,PROPN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",.,PUNCT,PUNCT
Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita,Pe,NOUN,NOUN
Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita,l’accusa,PROPN,NOUN
Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita,i,CCONJ,FUNC
Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita,indagæ,PROPN,NOUN
Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita,avieivan,PROPN,NOUN
Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita,reçevuo,ADJ,ADJ
Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita,de,ADP,FUNC
Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita,tessie,NOUN,NOUN
Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita,de,ADP,FUNC
Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita,l’Ita,PROPN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",Airways,PROPN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",in,PROPN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",cangio,PROPN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",de,ADP,FUNC
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",unna,PROPN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",sançion,PROPN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",mancâ,PROPN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",",",PUNCT,PUNCT
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",e,CCONJ,FUNC
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",avieivan,PROPN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",fæto,ADV,ADV
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",de,ADP,FUNC
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",speise,PROPN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",–,PUNCT,PUNCT
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",comme,ADJ,ADJ
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",röba,PROPN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",da,ADP,FUNC
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",mangiâ,NOUN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",",",PUNCT,PUNCT
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",appontamenti,VERB,VERB
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",da-o,PROPN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",perrucchê,VERB,VERB
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",",",PUNCT,PUNCT
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",viægi,ADJ,ADJ
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",e,CCONJ,FUNC
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",aberghi,ADJ,ADJ
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",à,ADP,FUNC
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",çinque,DET,PRON
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",stelle,NOUN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",–,PUNCT,PUNCT
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",co-i,NOUN,NOUN
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",dinæ,VERB,VERB
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",de,ADP,FUNC
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",l’Autoritæ,NUM,ADJ
"Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",.,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",«,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",Ninte,ADV,ADV
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",dimiscioin,VERB,VERB
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",",",PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",anemmo,PROPN,NOUN
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",avanti,PROPN,NOUN
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",»,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",",",PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",a,DET,PRON
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",deciaraçion,NOUN,NOUN
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",do,ADP,FUNC
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",Collegio,PROPN,NOUN
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

",.,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.

","

",SPACE,OTHER
O Alberto Trentini e o Mario Burlò son tornæ in,O,DET,PRON
O Alberto Trentini e o Mario Burlò son tornæ in,Alberto,PROPN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in,Trentini,PROPN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in,e,CCONJ,FUNC
O Alberto Trentini e o Mario Burlò son tornæ in,o,DET,PRON
O Alberto Trentini e o Mario Burlò son tornæ in,Mario,PROPN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in,Burlò,PROPN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in,son,PROPN,NOUN
O Alberto Trentini e o Mario Burlò son tornæ in,tornæ,VERB,VERB
O Alberto Trentini e o Mario Burlò son tornæ in,in,ADV,ADV
Italia dòppo che son stæti in prexon in,Italia,PROPN,NOUN
Italia dòppo che son stæti in prexon in,dòppo,PROPN,NOUN
Italia dòppo che son stæti in prexon in,che,VERB,VERB
Italia dòppo che son stæti in prexon in,son,PROPN,NOUN
Italia dòppo che son stæti in prexon in,stæti,NOUN,NOUN
Italia dòppo che son stæti in prexon in,in,PROPN,NOUN
Italia dòppo che son stæti in prexon in,prexon,ADJ,ADJ
Italia dòppo che son stæti in prexon in,in,PROPN,NOUN
Venezuela pe 400 giorni e passa.,Venezuela,PROPN,NOUN
Venezuela pe 400 giorni e passa.,pe,ADP,FUNC
Venezuela pe 400 giorni e passa.,400,NUM,ADJ
Venezuela pe 400 giorni e passa.,giorni,NOUN,NOUN
Venezuela pe 400 giorni e passa.,e,CCONJ,FUNC
Venezuela pe 400 giorni e passa.,passa,VERB,VERB
Venezuela pe 400 giorni e passa.,.,PUNCT,PUNCT
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",I,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",doî,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",italien,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",",",PUNCT,PUNCT
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",liberæ,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",apreuvo,ADJ,ADJ
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",à,ADP,FUNC
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",l’arresto,NOUN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",do,ADP,FUNC
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",prescidente,NOUN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",Maduro,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",",",PUNCT,PUNCT
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",son,PROPN,NOUN
"I doî italien, liberæ apreuvo à l’arresto do prescidente Maduro, son stæti reçevui à Ciampino da-a prescidente",stæti,NOUN,NOUN
