SENTENCE,TEXT,POS_GE,POS_IT,POS_FR,POS_PT
"In Catalogna, vexin à Gelida, un miagion o l’é vegnuo zu tanto che passava un treno regionale, fòscia pe-o tempo grammo: o machinista o l’é mòrto.",:,PUNCT,PUNCT,PUNCT,PUNCT
"In Catalogna, vexin à Gelida, un miagion o l’é vegnuo zu tanto che passava un treno regionale, fòscia pe-o tempo grammo: o machinista o l’é mòrto.",o,PRON,FUNC,FUNC,PRON
"In Catalogna, vexin à Gelida, un miagion o l’é vegnuo zu tanto che passava un treno regionale, fòscia pe-o tempo grammo: o machinista o l’é mòrto.",machinista,NOUN,NOUN,ADJ,NOUN
"In Catalogna, vexin à Gelida, un miagion o l’é vegnuo zu tanto che passava un treno regionale, fòscia pe-o tempo grammo: o machinista o l’é mòrto.",o,PRON,FUNC,FUNC,PRON
"In Catalogna, vexin à Gelida, un miagion o l’é vegnuo zu tanto che passava un treno regionale, fòscia pe-o tempo grammo: o machinista o l’é mòrto.",l,PRON,NA,NA,NA
"In Catalogna, vexin à Gelida, un miagion o l’é vegnuo zu tanto che passava un treno regionale, fòscia pe-o tempo grammo: o machinista o l’é mòrto.",’,PUNCT,NA,NA,NA
"In Catalogna, vexin à Gelida, un miagion o l’é vegnuo zu tanto che passava un treno regionale, fòscia pe-o tempo grammo: o machinista o l’é mòrto.",é,VERB,NOUN,ADJ,NA
"In Catalogna, vexin à Gelida, un miagion o l’é vegnuo zu tanto che passava un treno regionale, fòscia pe-o tempo grammo: o machinista o l’é mòrto.",mòrto,VERB,ADJ,ADJ,ADJ
"In Catalogna, vexin à Gelida, un miagion o l’é vegnuo zu tanto che passava un treno regionale, fòscia pe-o tempo grammo: o machinista o l’é mòrto.",.,PUNCT,PUNCT,PUNCT,PUNCT
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,Inta,FUNC,VERB,NOUN,NOUN
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,mæxima,ADJ,ADJ,ADV,ADJ
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,region,NOUN,NOUN,VERB,NOUN
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,un,PRON,PRON,PRON,NOUN
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,atro,ADJ,NOUN,NOUN,NOUN
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,treno,NOUN,NOUN,VERB,ADJ
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,o,PRON,FUNC,NOUN,PRON
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,l,PRON,NA,NA,NA
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,’,PUNCT,NA,NA,NA
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,é,VERB,NOUN,FUNC,NA
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,sciortio,VERB,NOUN,ADJ,ADJ
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,pe,FUNC,NOUN,OTHER,FUNC
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,di,FUNC,FUNC,PRON,NOUN
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,magheu,NOUN,NOUN,VERB,VERB
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,cheiti,ADJ,VERB,NOUN,NOUN
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,in,FUNC,FUNC,ADJ,ADV
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,scê,FUNC,NOUN,NOUN,VERB
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,colisse,NOUN,VERB,ADJ,ADJ
Inta mæxima region un atro treno o l’é sciortio pe di magheu cheiti in scê colisse.,.,PUNCT,PUNCT,PUNCT,PUNCT
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,A,PRON,NOUN,NOUN,PRON
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,Commiscion,NOUN,NOUN,NOUN,NOUN
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,europea,ADJ,ADJ,NOUN,VERB
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,a,PRON,FUNC,VERB,PRON
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,l,PRON,NA,NA,NA
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,’,PUNCT,NA,NA,NA
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,à,VERB,NOUN,FUNC,FUNC
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,firmou,VERB,VERB,NOUN,VERB
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,in,FUNC,FUNC,OTHER,NOUN
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,Paraguay,NOUN,NOUN,NOUN,VERB
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,o,PRON,FUNC,FUNC,PRON
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,neuvo,ADJ,VERB,NOUN,NOUN
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,accòrdio,NOUN,NOUN,ADJ,NOUN
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,co-o,FUNC,NA,ADJ,NOUN
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,Mercosur,NOUN,NOUN,NOUN,NOUN
A Commiscion europea a l’à firmou in Paraguay o neuvo accòrdio co-o Mercosur.,.,PUNCT,PUNCT,PUNCT,PUNCT
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",«,PUNCT,PUNCT,PUNCT,PUNCT
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",Gh,PRON,NA,NA,NA
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",’,PUNCT,NA,NA,NA
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",é,VERB,OTHER,NOUN,NA
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",chi,PRON,PRON,VERB,VERB
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",tia,VERB,VERB,NOUN,NOUN
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",sciù,ADV,NOUN,ADJ,NOUN
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",de,FUNC,FUNC,FUNC,FUNC
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",miage,NOUN,NOUN,NOUN,NOUN
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",",",PUNCT,PUNCT,PUNCT,PUNCT
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",noiatri,PRON,NOUN,NOUN,NOUN
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",femmo,VERB,VERB,ADJ,VERB
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",di,FUNC,FUNC,FUNC,NOUN
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",ponti,NOUN,NOUN,NOUN,VERB
"«Gh’é chi tia sciù de miage, noiatri femmo di ponti.",.,PUNCT,PUNCT,PUNCT,PUNCT
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",St,ADJ,NA,NA,NA
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",’,PUNCT,NA,NA,NA
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",inteisa,NOUN,VERB,NOUN,NA
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",chì,ADV,FUNC,VERB,FUNC
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",a,PRON,FUNC,VERB,PRON
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",l,PRON,NA,NA,NA
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",’,PUNCT,NA,NA,NA
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",é,VERB,NOUN,FUNC,NA
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",un,PRON,PRON,PRON,NOUN
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",segnâ,NOUN,VERB,NOUN,NOUN
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",pe-o,FUNC,NA,NA,VERB
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",mondo,NOUN,NOUN,NOUN,VERB
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",»,PUNCT,PUNCT,PUNCT,PUNCT
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",",",PUNCT,PUNCT,PUNCT,PUNCT
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",a,PRON,FUNC,VERB,PRON
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",l,PRON,NA,NA,NA
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",’,PUNCT,NA,NA,NA
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",à,VERB,OTHER,FUNC,FUNC
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",dito,VERB,VERB,NOUN,VERB
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",a,PRON,FUNC,VERB,PRON
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",prescidente,NOUN,NOUN,ADJ,ADJ
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",Ursula,NOUN,NOUN,ADJ,NOUN
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",von,OTHER,NOUN,ADJ,NOUN
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",der,OTHER,FUNC,OTHER,VERB
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",Leyen,NOUN,NOUN,NOUN,NOUN
"St’inteisa chì a l’é un segnâ pe-o mondo», a l’à dito a prescidente Ursula von der Leyen.",.,PUNCT,PUNCT,PUNCT,PUNCT
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",Ma,FUNC,FUNC,PRON,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",da,FUNC,FUNC,ADJ,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",lì,ADV,ADV,PRON,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",à,FUNC,OTHER,FUNC,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",no,FUNC,OTHER,PRON,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",guæi,ADV,NOUN,VERB,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",o,PRON,FUNC,NOUN,PRON
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",Parlamento,NOUN,NOUN,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",o,PRON,FUNC,FUNC,PRON
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",l,PRON,NA,NA,NA
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",’,PUNCT,NA,NA,NA
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",à,VERB,OTHER,FUNC,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",bloccou,VERB,NOUN,NOUN,VERB
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",o,PRON,FUNC,FUNC,PRON
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",testo,NOUN,NOUN,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",:,PUNCT,PUNCT,PUNCT,PUNCT
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",con,FUNC,FUNC,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",334,ADJ,ADJ,ADJ,ADJ
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",scì,OTHER,ADJ,NOUN,VERB
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",l,PRON,NA,NA,NA
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",’,PUNCT,NA,NA,NA
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",é,VERB,NOUN,FUNC,NA
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",passou,VERB,VERB,NOUN,VERB
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",a,PRON,FUNC,VERB,PRON
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",domanda,NOUN,NOUN,VERB,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",de,FUNC,FUNC,FUNC,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",un,PRON,PRON,PRON,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",gruppo,NOUN,NOUN,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",de,FUNC,FUNC,FUNC,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",deputæ,NOUN,VERB,VERB,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",da,FUNC,FUNC,OTHER,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",Scinistra,NOUN,NOUN,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",",",PUNCT,PUNCT,PUNCT,PUNCT
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",di,FUNC,FUNC,FUNC,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",Verdi,ADJ,NOUN,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",e,FUNC,FUNC,PRON,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",di,FUNC,FUNC,FUNC,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",Liberali,ADJ,NOUN,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",de,FUNC,FUNC,FUNC,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",mandâlo,VERB,NOUN,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",a-a,FUNC,NA,NA,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",Corte,NOUN,NOUN,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",de,FUNC,FUNC,FUNC,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",giustiçia,NOUN,NOUN,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",pe,FUNC,PRON,PRON,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",un,PRON,PRON,PRON,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",pai,NOUN,NOUN,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",de,FUNC,FUNC,FUNC,FUNC
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",lezze,NOUN,NOUN,NOUN,NOUN
"Ma da lì à no guæi o Parlamento o l’à bloccou o testo: con 334 scì l’é passou a domanda de un gruppo de deputæ da Scinistra, di Verdi e di Liberali de mandâlo a-a Corte de giustiçia pe un pai de lezze.",.,PUNCT,PUNCT,PUNCT,PUNCT
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",Oua,ADV,NOUN,NOUN,NOUN
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",besorrià,VERB,ADJ,VERB,NOUN
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",aspëtâ,VERB,NOUN,ADV,ADJ
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",l,PRON,NA,NA,NA
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",’,PUNCT,NA,NA,NA
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",examme,NOUN,NOUN,NOUN,NA
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",",",PUNCT,PUNCT,PUNCT,PUNCT
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",ch,PRON,NA,NA,NA
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",’,PUNCT,NA,NA,NA
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",o,PRON,FUNC,FUNC,PRON
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",porrieiva,VERB,ADJ,VERB,ADJ
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",duâ,VERB,FUNC,NOUN,NOUN
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",pe,FUNC,NOUN,NOUN,FUNC
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",di,FUNC,FUNC,PRON,NOUN
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",meixi,NOUN,NOUN,NOUN,NOUN
"Oua besorrià aspëtâ l’examme, ch’o porrieiva duâ pe di meixi.",.,PUNCT,PUNCT,PUNCT,PUNCT
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,A,PRON,NOUN,NOUN,PRON
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,Germania,NOUN,NOUN,NOUN,NOUN
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,a,PRON,FUNC,VERB,PRON
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,vorrieiva,VERB,NOUN,VERB,NOUN
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,applicâ,VERB,PRON,NOUN,NOUN
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,l,PRON,NA,NA,NA
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,’,PUNCT,NA,NA,NA
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,accòrdio,NOUN,NOUN,ADJ,NA
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,de,FUNC,FUNC,FUNC,FUNC
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,mainea,NOUN,NOUN,ADJ,ADJ
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,provisöia,ADJ,NOUN,ADJ,NOUN
A Germania a vorrieiva applicâ l’accòrdio de mainea provisöia.,.,PUNCT,PUNCT,PUNCT,PUNCT
"Un zoeno de 19 anni, Youssef Abanoub, originäio de l’Egitto o l’é stæto ammassou con unna cotellâ da un compagno de scheua inte un instituto profescionale de Spezza.",Un,PRON,PRON,PRON,ADJ
"Un zoeno de 19 anni, Youssef Abanoub, originäio de l’Egitto o l’é stæto ammassou con unna cotellâ da un compagno de scheua inte un instituto profescionale de Spezza.",zoeno,NOUN,NOUN,NOUN,NOUN
"Un zoeno de 19 anni, Youssef Abanoub, originäio de l’Egitto o l’é stæto ammassou con unna cotellâ da un compagno de scheua inte un instituto profescionale de Spezza.",de,FUNC,FUNC,FUNC,FUNC
"Un zoeno de 19 anni, Youssef Abanoub, originäio de l’Egitto o l’é stæto ammassou con unna cotellâ da un compagno de scheua inte un instituto profescionale de Spezza.",19,ADJ,ADJ,ADJ,ADJ
