SENTENCE,TEXT,POS_GROUPED
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,«,PUNCT
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,a,PRON
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,rottua,NOUN
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,de,FUNC
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,un,PRON
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,patto,NOUN
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,politico,ADJ
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,»,PUNCT
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,.,PUNCT
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",«,PUNCT
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",Che,FUNC
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",a,PRON
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",Meloni,NOUN
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",a,PRON
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",no,FUNC
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",se,PRON
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",fasse,VERB
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",dâ,VERB
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",a,PRON
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",linia,NOUN
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",da-o,FUNC
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",patriarcato,NOUN
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",»,PUNCT
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",",",PUNCT
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",o,PRON
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",commento,NOUN
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",da,FUNC
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",Schlein,NOUN
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",.,PUNCT
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,Pe-o,FUNC
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,momento,NOUN
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,Fratelli,NOUN
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,d,FUNC
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,’,PUNCT
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,Italia,NOUN
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,a,PRON
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,no,FUNC
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,l,PRON
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,’,PUNCT
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,à,VERB
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,piggiou,VERB
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,unna,PRON
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,poxiçion,NOUN
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,definitiva,ADJ
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,.,PUNCT
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",L,PRON
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",’,PUNCT
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",é,VERB
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",mòrto,VERB
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",de,FUNC
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",93,ADJ
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",anni,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",o,PRON
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",Valentino,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",Garavani,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",",",PUNCT
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",l,PRON
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",’,PUNCT
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",urtimo,ADJ
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",di,FUNC
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",gren,ADJ
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",protagonisti,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",da,FUNC
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",mòdda,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",in,FUNC
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",Italia,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",.,PUNCT
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",O,PRON
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",l,PRON
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",’,PUNCT
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",aiva,VERB
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",fondou,VERB
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",o,PRON
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",marco,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",co-o,FUNC
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",seu,ADJ
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",nomme,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",",",PUNCT
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",do,FUNC
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",quæ,PRON
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",o,PRON
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",rosso,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",e,FUNC
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",o,PRON
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",velluo,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",ean,VERB
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",di,FUNC
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",scimboli,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",.,PUNCT
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,A-o,PRON
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,manco,ADV
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,çinquemia,ADJ
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,persoñe,NOUN
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,gh,PRON
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,’,PUNCT
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,an,VERB
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,reiso,VERB
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,önô,NOUN
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,à,FUNC
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,Romma,NOUN
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,.,PUNCT
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,A-i,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,23,ADJ
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,de,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,zenâ,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,o,PRON
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,morteuio,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,inta,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,gexa,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,de,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,Santa,ADJ
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,Maria,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,di,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,Angei,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,con,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,un,PRON
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,muggio,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,de,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,gente,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,avvoxæ,ADJ
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,.,PUNCT
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",«,PUNCT
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",Un,PRON
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",òmmo,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",ch,PRON
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",’,PUNCT
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",o,PRON
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",l,PRON
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",’,PUNCT
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",à,VERB
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",semenou,VERB
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",a,PRON
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",bellessa,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",e,FUNC
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",o,PRON
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",n,FUNC
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",’,PUNCT
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",é,VERB
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",stæto,VERB
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",un,PRON
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",testimònio,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",»,PUNCT
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",",",PUNCT
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",e,PRON
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",poule,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",de,FUNC
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",præ,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",Pietro,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",Guerini,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",.,PUNCT
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,O,PRON
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,seu,ADJ
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,compagno,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,Vernon,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,Bruce,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,Hoeksema,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,:,PUNCT
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,«,PUNCT
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,No,FUNC
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,te,PRON
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,diggo,VERB
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,addio,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,ma,FUNC
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,graçie,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,»,PUNCT
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,.,PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",«,PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",O,PRON
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",regòrdo,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",ciù,FUNC
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",bello,ADJ
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",quande,ADV
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",se,PRON
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",semmo,VERB
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",conosciui,VERB
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",»,PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",",",PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",o,PRON
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",l,PRON
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",’,PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",à,VERB
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",dito,VERB
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",o,PRON
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",Giancarlo,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",Giammetti,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",",",PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",passou,ADJ
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",compagno,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",e,FUNC
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",sòçio,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",de,FUNC
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",l,PRON
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",’,PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",imprenditô,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",da-o,FUNC
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",1960,ADJ
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",.,PUNCT
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",O,PRON
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",prescidente,NOUN
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",american,ADJ
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",Donald,NOUN
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",Trump,NOUN
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",o,PRON
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",l,PRON
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",’,PUNCT
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",à,VERB
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",primma,ADV
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",menassou,VERB
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",di,FUNC
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",neuvi,ADJ
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",daçi,NOUN
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",contra,ADV
"O prescidente american Donald Trump o l’à primma menassou di neuvi daçi contra i Paixi europëi che mandan de truppe in Groenlandia, dapeu a-o World Economic Forum de Davos, in Svissera, o l’à annonçiou un accòrdio à vegnî co-a Nato: «Emmo ottegnuo tutto quello che voeivimo, l’inteisa a duià pe delongo», o l’à dito dòppo un incontro co-o segretäio generale Mark Rutte.",i,FUNC
